leaguegoals	isamongtopscorers	yellows	isamongtopscorersinteam	jerseynumber	position	artificialkey	teamid	leaguegoalsprevmatch	injury	leagueappearances	istopscorer	leaguegoalsprevthreematches	playerid	form	reds
0	0	0	0	4	28	62	3	0	0	0	0	0	152536	3	0
0	0	0	0	1	0	63	3	0	0	0	0	0	188400	4	0
2	0	0	1	5	6	64	3	1	0	0	0	1	194334	4	0
1	0	0	1	26	4	65	3	0	0	0	0	0	211009	4	0
0	0	0	0	23	28	66	3	0	0	0	0	0	211098	3	0
0	0	0	0	8	15	67	3	0	0	0	0	0	213693	4	0
2	0	0	1	9	25	68	3	0	0	0	0	1	213905	3	0
0	0	0	0	2	3	69	3	0	0	0	0	0	228684	3	0
0	0	0	0	20	28	70	3	0	0	0	0	0	229378	3	0
0	0	0	0	6	28	71	3	0	0	0	0	0	230070	3	0
0	0	0	0	16	28	72	3	0	0	0	0	0	231540	3	0
4	1	0	1	22	27	73	3	1	0	0	0	1	233795	4	0
0	0	0	0	27	10	74	3	0	0	0	0	0	234319	4	0
1	0	0	1	3	7	75	3	0	0	0	0	1	235770	4	0
0	0	0	0	11	28	76	3	0	0	0	0	0	238336	3	0
0	0	0	0	36	29	77	3	0	0	0	0	0	239221	3	0
0	0	0	0	13	28	78	3	0	0	0	0	0	240595	3	0
0	0	0	0	14	28	79	3	0	0	0	0	0	241646	3	0
0	0	0	0	32	29	80	3	0	0	0	0	0	242464	3	0
0	0	0	0	21	13	81	3	0	0	0	0	0	242749	3	0
0	0	0	0	24	28	82	3	0	0	0	0	0	242751	3	0
0	0	0	0	28	29	83	3	0	0	0	0	0	243608	3	0
0	0	0	0	19	28	84	3	0	0	0	0	0	252134	3	0
0	0	0	0	35	29	85	3	0	0	0	0	0	256358	3	0
0	0	0	0	34	29	86	3	0	0	0	0	0	256964	3	0
0	0	0	0	45	29	87	3	0	0	0	0	0	256965	3	0
1	0	0	1	10	23	88	3	0	0	0	0	1	257063	3	0
0	0	0	0	41	29	89	3	0	0	0	0	0	259206	3	0
0	0	0	0	12	29	90	3	0	0	0	0	0	260558	3	0
0	0	0	0	7	29	91	3	0	0	0	0	0	220139	3	0
0	0	0	0	54	29	92	3	0	0	0	0	0	246349	3	0
0	0	0	0	1	28	93	4	0	0	0	0	0	11381	3	0
1	0	0	1	27	28	94	4	0	0	0	0	0	140422	3	0
0	0	0	0	20	28	95	4	0	0	0	0	0	169593	3	0
0	0	0	0	7	28	96	4	0	0	0	0	0	184467	3	0
3	0	0	1	9	25	97	4	1	0	0	0	1	187761	4	0
0	0	0	0	18	28	98	4	0	0	0	0	0	200061	3	0
1	0	0	1	10	13	99	4	0	0	0	0	0	200210	4	0
0	0	0	0	24	28	100	4	0	0	0	0	0	201514	3	0
0	0	0	0	23	23	101	4	0	0	0	0	0	203331	2	0
0	0	0	0	3	7	102	4	0	0	0	0	0	211204	3	0
0	0	0	0	5	4	103	4	0	0	0	0	0	212090	1	0
3	0	0	1	8	15	104	4	1	0	0	0	1	212366	4	0
0	0	0	0	15	28	105	4	0	0	0	0	0	218576	3	0
1	0	0	1	11	28	106	4	0	0	0	0	0	221141	3	0
0	0	0	0	28	29	107	4	0	0	0	0	0	223918	3	0
0	0	0	0	4	10	108	4	0	0	0	0	0	224017	2	0
0	0	0	0	2	3	109	4	0	0	0	0	0	224447	3	0
0	0	0	0	26	29	110	4	0	0	0	0	0	229779	3	0
0	0	0	0	21	28	111	4	0	0	0	0	0	240322	3	0
1	0	0	1	6	6	112	4	1	0	0	0	1	240912	4	0
0	0	0	0	14	28	113	4	0	0	0	0	0	242119	3	0
4	1	0	1	17	27	114	4	2	0	0	0	2	242946	5	0
0	0	0	0	34	29	115	4	0	0	0	0	0	252596	3	0
0	0	0	0	44	29	116	4	0	0	0	0	0	252597	3	0
0	0	0	0	25	28	117	4	0	0	0	0	0	255913	3	0
0	0	0	0	12	0	118	4	0	0	0	0	0	256792	2	0
0	0	0	0	29	28	119	4	0	0	0	0	0	257776	3	0
0	0	0	0	46	29	120	4	0	0	0	0	0	262852	3	0
0	0	0	0	35	29	121	5	0	0	0	0	0	259356	3	0
0	0	0	0	52	28	122	5	0	0	0	0	0	260145	3	0
0	0	0	0	6	5	123	5	0	0	0	0	0	164240	4	0
0	0	0	0	28	4	124	5	0	0	0	0	0	184432	3	0
0	0	0	0	13	28	125	5	0	0	0	0	0	204246	3	0
0	0	0	0	5	15	126	5	0	0	0	0	0	205498	3	0
0	0	0	0	1	0	127	5	0	0	0	0	0	206585	3	0
1	0	0	1	8	13	128	5	1	0	0	0	1	207410	4	0
0	0	0	0	22	28	129	5	0	0	0	0	0	208670	3	0
0	0	0	0	12	28	130	5	0	0	0	0	0	213666	3	0
0	0	0	0	7	9	131	113565	0	0	0	0	0	215914	3	0
1	0	0	1	10	28	132	5	0	0	0	0	0	227796	3	0
0	0	0	0	21	8	133	5	0	0	0	0	0	229984	3	0
1	0	0	1	14	28	134	5	0	0	0	0	0	230918	4	0
0	0	0	0	19	23	135	5	0	0	0	0	0	233064	3	0
0	0	0	0	16	0	136	115496	0	0	0	0	0	234642	5	0
1	0	0	1	29	25	137	5	0	0	0	0	1	235790	3	0
1	0	0	1	24	2	138	5	0	0	0	0	1	238074	3	0
0	0	0	0	41	28	139	5	0	0	0	0	0	241160	3	0
0	0	0	0	44	29	140	5	0	0	0	0	0	257239	3	0
0	0	0	0	43	29	141	5	0	0	0	0	0	264115	4	0
0	0	0	0	27	28	142	5	0	0	0	0	0	256268	3	0
2	0	0	1	23	28	143	5	0	0	0	0	2	238216	4	0
1	0	0	1	17	27	144	5	0	0	0	0	1	202652	3	0
0	0	0	0	54	29	145	5	0	0	0	0	0	266127	3	0
1	0	0	1	26	4	146	113307	1	0	0	0	1	201024	4	0
0	0	0	0	2	28	147	5	0	0	0	0	0	239231	2	0
1	0	0	1	25	28	148	5	1	0	0	0	1	188567	4	0
1	0	0	1	30	6	149	5	1	0	0	0	1	229261	5	0
0	0	0	0	3	28	150	5	0	0	0	0	0	248695	3	0
0	0	0	0	31	28	151	7	0	0	0	0	0	118794	3	0
0	0	0	0	15	28	152	7	0	0	0	0	0	172723	3	0
0	0	0	0	23	3	153	7	0	0	0	0	0	180216	3	0
0	0	0	0	10	18	154	7	0	0	0	0	0	184484	3	0
0	0	0	0	33	28	155	7	0	0	0	0	0	189250	3	0
1	0	0	1	14	12	156	7	1	0	0	0	1	194932	5	0
0	0	0	0	1	0	157	7	0	0	0	0	0	204935	3	0
1	0	0	1	5	6	158	7	1	0	0	0	1	207599	4	0
1	0	0	1	16	9	159	7	0	0	0	0	0	208135	4	0
0	0	0	0	17	28	160	7	0	0	0	0	0	213655	3	0
0	0	0	0	13	4	161	7	0	0	0	0	0	220523	3	0
3	1	0	1	11	16	162	115481	1	0	0	0	3	220633	4	0
3	1	0	1	9	25	163	7	0	0	0	0	2	221479	3	0
0	0	0	0	4	28	164	7	0	0	0	0	0	225024	3	0
0	0	0	0	22	28	165	7	0	0	0	0	0	225793	3	0
0	0	0	0	26	28	166	7	0	0	0	0	0	230005	3	0
0	0	0	0	42	28	167	7	0	0	0	0	0	242964	3	0
0	0	0	0	18	7	168	7	0	0	0	0	0	244380	3	0
0	0	0	0	38	29	169	7	0	0	0	0	0	246950	3	0
0	0	0	0	32	29	170	7	0	0	0	0	0	247649	3	0
0	0	0	0	48	29	171	7	0	0	0	0	0	247764	3	0
0	0	0	0	43	29	172	7	0	0	0	0	0	251648	3	0
0	0	0	0	39	29	173	7	0	0	0	0	0	263168	3	0
0	0	0	0	47	29	174	7	0	0	0	0	0	264039	3	0
0	0	0	0	19	29	175	7	0	0	0	0	0	235172	3	0
0	0	0	0	12	16	176	7	0	0	0	0	0	243282	3	0
0	0	0	0	25	29	177	7	0	0	0	0	0	232545	3	0
0	0	0	0	29	28	178	7	0	0	0	0	0	202048	4	0
0	0	0	0	28	28	179	7	0	0	0	0	0	257057	3	0
0	0	0	0	37	28	180	7	0	0	0	0	0	243657	2	0
2	0	0	1	27	11	181	7	1	0	0	0	2	193474	4	0
2	0	0	1	20	28	182	7	0	0	0	0	1	211784	2	0
0	0	0	0	30	29	183	8	0	0	0	0	0	243390	3	0
1	0	0	1	2	28	184	8	0	0	0	0	0	186156	3	0
0	0	0	0	6	29	185	8	0	0	0	0	0	189456	3	0
1	0	0	1	44	28	186	8	0	0	0	0	1	192955	3	0
0	0	0	0	4	29	187	8	0	0	0	0	0	193910	3	0
0	0	0	0	19	15	188	8	0	0	0	0	0	198329	2	0
0	0	0	0	15	13	189	8	0	0	0	0	0	203570	2	0
1	0	0	1	9	25	190	8	0	0	0	0	1	206534	3	0
0	0	0	0	14	4	191	8	0	0	0	0	0	212602	2	0
0	0	0	0	22	16	192	8	0	0	0	0	0	232080	2	0
0	0	0	0	5	6	193	8	0	0	0	0	0	236532	3	0
0	0	0	0	13	28	194	8	0	0	0	0	0	237935	3	0
0	0	0	0	21	28	195	8	0	0	0	0	0	239360	3	0
0	0	0	0	3	7	196	8	0	0	0	0	0	241184	2	0
0	0	0	0	1	0	197	8	0	0	0	0	0	242656	3	0
0	0	0	0	31	29	198	8	0	0	0	0	0	246053	3	0
0	0	0	0	47	29	199	8	0	0	0	0	0	247349	3	0
0	0	0	0	38	29	200	8	0	0	0	0	0	251954	3	0
0	0	0	0	42	29	201	8	0	0	0	0	0	253407	3	0
0	0	0	0	49	29	202	8	0	0	0	0	0	253969	3	0
0	0	0	0	40	29	203	8	0	0	0	0	0	258555	3	0
0	0	0	0	24	29	204	8	0	0	0	0	0	261374	3	0
0	0	0	0	26	29	205	8	0	0	0	0	0	262096	3	0
0	0	0	0	32	29	206	8	0	0	0	0	0	263149	3	0
3	1	0	1	43	3	207	8	0	0	0	0	1	233301	2	0
0	0	0	0	25	28	208	8	0	0	0	0	0	235945	3	0
0	0	0	0	12	29	209	8	0	0	0	0	0	247361	3	0
0	0	0	0	37	29	210	8	0	0	0	0	0	254529	3	0
2	0	0	1	7	12	211	8	1	0	0	0	2	233500	3	0
0	0	0	0	16	10	212	8	0	0	0	0	0	232999	3	0
2	0	0	1	23	29	213	8	0	0	0	0	0	247351	3	0
0	0	0	0	18	28	214	8	0	0	0	0	0	221743	3	0
0	0	0	0	8	29	215	8	0	0	0	0	0	195668	3	0
1	0	0	1	27	28	216	8	0	0	0	0	1	258906	3	0
0	0	0	0	7	28	217	9	0	0	0	0	0	138412	3	0
0	0	0	0	14	13	218	115481	0	0	0	0	0	183711	3	0
0	0	0	0	6	15	219	9	0	0	0	0	0	189509	4	0
0	0	0	0	13	28	220	9	0	0	0	0	0	194911	3	0
0	0	0	0	32	4	221	9	0	0	0	0	0	197061	3	0
0	0	0	0	15	28	222	9	0	0	0	0	0	198784	3	0
1	0	0	1	9	25	223	115496	0	0	0	0	0	201942	3	0
0	0	0	0	4	6	224	9	0	0	0	0	0	203376	4	0
3	1	0	1	11	23	225	9	1	0	0	0	2	209331	4	0
1	0	0	1	3	11	226	113565	1	0	0	0	1	209499	4	0
0	0	0	0	1	0	227	9	0	0	0	0	0	212831	4	0
0	0	0	0	26	7	228	9	0	0	0	0	0	216267	3	0
0	0	0	0	8	28	229	9	0	0	0	0	0	220971	3	0
2	0	0	1	20	10	230	9	0	0	0	0	1	224458	4	0
0	0	0	0	12	28	231	9	0	0	0	0	0	225100	3	0
0	0	0	0	66	3	232	9	0	0	0	0	0	231281	4	0
0	0	0	0	21	28	233	9	0	0	0	0	0	232223	3	0
0	0	0	0	5	28	234	9	0	0	0	0	0	237678	3	0
0	0	0	0	62	28	235	9	0	0	0	0	0	240913	3	0
3	1	0	1	23	27	236	9	1	0	0	0	2	241084	4	0
0	0	0	0	17	28	237	9	0	0	0	0	0	242434	3	0
0	0	0	0	67	28	238	9	0	0	0	0	0	246174	3	0
0	0	0	0	53	29	239	9	0	0	0	0	0	259430	3	0
0	0	0	0	54	29	240	9	0	0	0	0	0	264561	3	0
3	0	0	1	28	29	241	9	0	0	0	0	0	256725	3	0
2	0	0	1	27	21	242	9	2	0	0	0	2	253072	5	0
0	0	0	0	47	28	243	9	0	0	0	0	0	240926	3	0
0	0	0	0	55	28	244	9	0	0	0	0	0	260406	3	0
0	0	0	0	18	13	245	9	0	0	0	0	0	230658	3	0
0	0	0	0	25	29	246	9	0	0	0	0	0	252897	2	0
0	0	0	0	23	15	247	10	0	0	0	0	0	224081	3	0
0	0	0	0	33	28	248	10	0	0	0	0	0	157804	3	0
1	0	0	1	8	28	249	10	0	0	0	0	1	186942	4	0
0	0	0	0	2	3	250	10	0	0	0	0	0	188377	4	0
0	0	0	0	17	13	251	10	0	0	0	0	0	192985	3	0
0	0	0	0	5	4	252	10	0	0	0	0	0	203574	3	0
1	0	0	1	26	12	253	115496	0	0	0	0	1	204485	3	0
1	0	0	1	10	28	254	10	0	0	0	0	1	206517	3	0
0	0	0	0	6	28	255	10	0	0	0	0	0	208920	3	0
0	0	0	0	31	0	256	10	0	0	0	0	0	210257	4	0
0	0	0	0	27	7	257	10	0	0	0	0	0	210514	4	0
1	0	0	1	14	6	258	115483	0	0	0	0	1	212218	3	0
1	0	0	1	20	28	259	10	1	0	0	0	1	218667	5	0
1	0	0	1	16	10	260	10	0	0	0	0	1	231866	3	0
0	0	0	0	47	27	261	10	0	0	0	0	0	237692	3	0
5	1	0	1	9	25	262	10	2	0	0	0	3	239085	5	0
0	0	0	0	3	6	263	10	0	0	0	0	0	239818	4	0
0	0	0	0	56	28	264	10	0	0	0	0	0	243391	3	0
0	0	0	0	80	28	265	10	0	0	0	0	0	257534	3	0
4	0	0	1	12	23	266	10	2	0	0	0	2	246191	5	0
0	0	0	0	1	28	267	10	0	0	0	0	0	200159	3	0
1	0	0	0	18	28	268	10	0	0	0	0	0	241811	4	0
0	0	0	0	19	28	269	10	0	0	0	0	0	229237	3	0
0	0	0	0	11	28	270	10	0	0	0	0	0	263955	3	0
0	0	0	0	34	28	271	11	0	0	0	0	0	221363	3	0
0	0	0	0	26	28	272	11	0	0	0	0	0	163264	3	0
0	0	0	0	1	0	273	11	0	0	0	0	0	193080	3	0
0	0	0	0	4	29	274	11	0	0	0	0	0	194957	3	0
0	0	0	0	19	4	275	11	0	0	0	0	0	201535	3	0
0	0	0	0	5	28	276	11	0	0	0	0	0	203263	3	0
0	0	0	0	23	28	277	11	0	0	0	0	0	205988	4	0
1	0	0	1	17	9	278	11	0	0	0	0	0	209297	3	0
4	1	0	1	18	18	279	11	1	0	0	1	1	212198	4	0
0	0	0	0	2	28	280	11	0	0	0	0	0	221660	3	0
0	0	0	0	29	3	281	11	0	0	0	0	0	229880	3	0
0	0	0	0	10	25	282	11	0	0	0	0	0	231677	3	0
0	0	0	0	25	16	283	11	0	0	0	0	0	233049	2	0
0	0	0	0	20	29	284	11	0	0	0	0	0	234574	3	0
0	0	0	0	39	28	285	11	0	0	0	0	0	237238	3	0
0	0	0	0	43	29	286	11	0	0	0	0	0	253465	3	0
0	0	0	0	36	28	287	11	0	0	0	0	0	257470	3	0
0	0	0	0	47	29	288	11	0	0	0	0	0	260910	3	0
0	0	0	0	28	29	289	11	0	0	0	0	0	243414	3	0
0	0	0	0	24	28	290	11	0	0	0	0	0	190460	3	0
0	0	0	0	55	28	291	11	0	0	0	0	0	268438	3	0
0	0	0	0	21	6	292	11	0	0	0	0	0	239301	3	0
0	0	0	0	15	7	293	11	0	0	0	0	0	238041	3	0
0	0	0	0	3	28	294	11	0	0	0	0	0	220407	3	0
1	0	0	1	21	12	295	11	0	0	0	0	1	255475	3	0
0	0	0	0	22	28	296	11	0	0	0	0	0	211300	3	0
0	0	0	0	18	11	297	11	0	0	0	0	0	200145	3	0
0	0	0	0	16	29	298	11	0	0	0	0	0	231485	2	0
0	0	0	0	18	28	299	11	0	0	0	0	0	253283	3	0
0	0	0	0	13	28	300	12	0	0	0	0	0	234777	3	0
0	0	0	0	14	28	301	12	0	0	0	0	0	169575	3	0
0	0	0	0	22	28	302	12	0	0	0	0	0	172425	3	0
1	0	0	1	16	10	303	12	0	0	0	0	1	183422	3	0
0	0	0	0	28	28	304	12	0	0	0	0	0	184630	3	0
2	0	0	1	25	15	305	12	0	0	0	0	0	202693	3	0
0	0	0	0	21	12	306	12	0	0	0	0	0	203537	3	0
0	0	0	0	4	4	307	12	0	0	0	0	0	204761	3	0
0	0	0	0	32	29	308	12	0	0	0	0	0	205759	3	0
0	0	0	0	17	13	309	12	0	0	0	0	0	213697	3	0
0	0	0	0	20	28	310	12	0	0	0	0	0	215437	3	0
0	0	0	0	18	28	311	12	0	0	0	0	0	216268	3	0
0	0	0	0	1	0	312	12	0	0	0	0	0	217096	3	0
1	0	0	1	27	7	313	12	0	0	0	0	0	225775	3	0
0	0	0	0	6	6	314	12	0	0	0	0	0	229682	4	0
0	0	0	0	19	28	315	12	0	0	0	0	0	231442	3	0
1	0	0	1	11	25	316	12	1	0	0	0	1	231786	4	0
0	0	0	0	2	3	317	12	0	0	0	0	0	232413	3	0
0	0	0	0	15	28	318	12	0	0	0	0	0	232642	3	0
0	0	0	0	23	16	319	12	0	0	0	0	0	236998	3	0
0	0	0	0	36	29	320	12	0	0	0	0	0	240592	3	0
0	0	0	0	10	28	321	12	0	0	0	0	0	240970	3	0
0	0	0	0	31	29	322	12	0	0	0	0	0	242853	3	0
0	0	0	0	24	29	323	12	0	0	0	0	0	248723	3	0
0	0	0	0	35	28	324	12	0	0	0	0	0	253055	3	0
0	0	0	0	37	28	325	12	0	0	0	0	0	261432	3	0
0	0	0	0	34	28	326	12	0	0	0	0	0	262542	3	0
0	0	0	0	33	29	327	12	0	0	0	0	0	264275	3	0
0	0	0	0	12	29	328	12	0	0	0	0	0	241523	3	0
0	0	0	0	27	28	329	13	0	0	0	0	0	203775	3	0
0	0	0	0	16	28	330	13	0	0	0	0	0	218659	2	0
0	0	0	0	2	29	331	13	0	0	0	0	0	183129	2	0
0	0	0	0	23	2	332	13	0	0	0	0	0	186345	3	0
0	0	0	0	11	8	333	13	0	0	0	0	0	186395	2	0
0	0	0	0	8	28	334	13	0	0	0	0	0	189165	3	0
1	0	0	1	13	28	335	13	0	0	0	0	1	192123	2	0
0	0	0	0	26	28	336	13	0	0	0	0	0	193331	3	0
1	0	0	1	9	25	337	13	0	0	0	0	1	196978	3	0
0	0	0	0	33	28	338	13	0	0	0	0	0	198032	3	0
0	0	0	0	29	29	339	13	0	0	0	0	0	198039	3	0
0	0	0	0	6	6	340	13	0	0	0	0	0	203487	2	0
0	0	0	0	15	29	341	13	0	0	0	0	0	204355	3	0
0	0	0	0	34	28	342	13	0	0	0	0	0	205670	3	0
1	0	0	1	25	29	343	13	0	0	0	0	0	206085	3	0
0	0	0	0	14	15	344	13	0	0	0	0	0	206115	2	0
0	0	0	0	17	29	345	13	0	0	0	0	0	207650	3	0
0	0	0	0	21	23	346	13	0	0	0	0	0	207807	3	0
0	0	0	0	5	4	347	13	0	0	0	0	0	210047	3	0
1	0	0	1	22	28	348	13	1	0	0	0	1	210972	3	0
1	0	0	1	10	16	349	115496	0	0	0	0	1	216388	3	0
0	0	0	0	7	27	350	13	0	0	0	0	0	223334	2	0
0	0	0	0	24	28	351	13	0	0	0	0	0	230977	3	0
0	0	0	0	12	29	352	13	0	0	0	0	0	231292	3	0
0	0	0	0	28	28	353	13	0	0	0	0	0	237329	3	0
0	0	0	0	42	29	354	13	0	0	0	0	0	243818	3	0
0	0	0	0	39	13	355	13	0	0	0	0	0	247851	4	0
0	0	0	0	46	29	356	13	0	0	0	0	0	251407	3	0
0	0	0	0	35	29	357	13	0	0	0	0	0	251453	3	0
0	0	0	0	60	29	358	13	0	0	0	0	0	257238	3	0
0	0	0	0	30	29	359	13	0	0	0	0	0	259406	3	0
0	0	0	0	57	29	360	13	0	0	0	0	0	263551	3	0
0	0	0	0	1	0	361	13	0	0	0	0	0	203841	3	0
0	0	0	0	20	28	362	13	0	0	0	0	0	200478	3	0
1	0	0	1	4	5	363	13	0	0	0	0	0	251809	3	0
0	0	0	0	44	29	364	13	0	0	0	0	0	243828	3	0
0	0	0	0	19	28	365	13	0	0	0	0	0	233731	3	0
0	0	0	0	26	0	366	14	0	0	0	0	0	233306	3	0
0	0	0	0	76	3	367	14	0	0	0	0	0	243057	3	0
1	0	0	1	33	28	368	14	0	0	0	0	0	190311	2	0
0	0	0	0	29	29	369	14	0	0	0	0	0	193942	3	0
0	0	0	0	15	29	370	14	0	0	0	0	0	212100	4	0
0	0	0	0	18	29	371	14	0	0	0	0	0	218623	3	0
0	0	0	0	30	28	372	14	0	0	0	0	0	221587	3	0
0	0	0	0	24	29	373	14	0	0	0	0	0	222876	3	0
1	0	0	1	34	29	374	14	0	0	0	0	0	225974	2	0
0	0	0	0	4	28	375	14	0	0	0	0	0	230708	1	0
0	0	0	0	10	29	376	14	0	0	0	0	0	231391	3	0
2	0	0	1	27	29	377	14	1	0	0	0	1	234249	4	0
0	0	0	0	22	11	378	14	0	0	0	0	0	235642	3	0
0	0	0	0	31	29	379	14	0	0	0	0	0	242041	3	0
0	0	0	0	6	29	380	14	0	0	0	0	0	248603	2	0
0	0	0	0	21	28	381	14	0	0	0	0	0	248870	3	0
0	0	0	0	38	29	382	14	0	0	0	0	0	251420	3	0
1	0	0	1	20	12	383	14	0	0	0	0	1	251421	3	0
0	0	0	0	45	29	384	14	0	0	0	0	0	251427	3	0
0	0	0	0	17	29	385	14	0	0	0	0	0	254859	3	0
0	0	0	0	44	29	386	14	0	0	0	0	0	263951	3	0
0	0	0	0	3	28	387	14	0	0	0	0	0	235026	3	0
0	0	0	0	13	28	388	14	0	0	0	0	0	170084	3	0
1	0	0	1	19	6	389	14	0	0	0	0	0	225859	4	0
0	0	0	0	16	28	390	14	0	0	0	0	0	246679	4	0
3	1	0	1	32	25	391	14	0	0	0	0	2	230978	2	0
1	0	0	1	7	29	392	14	0	0	0	0	1	206086	4	0
1	0	0	1	8	29	393	14	0	0	0	0	1	236530	3	0
1	0	0	1	99	18	394	14	1	0	0	0	1	207494	3	0
0	0	0	0	23	9	395	14	0	0	0	0	0	234078	2	0
1	0	0	1	25	29	396	14	0	0	0	0	0	239015	2	0
0	0	0	0	11	29	397	14	0	0	0	0	0	202024	3	0
0	0	0	0	5	4	398	14	0	0	0	0	0	255106	3	0
0	0	0	0	12	7	399	14	0	0	0	0	0	251573	4	0
0	0	0	0	14	16	400	14	0	0	0	0	0	223211	3	0
0	0	0	0	18	29	401	15	0	0	0	0	0	230774	4	0
0	0	0	0	11	29	402	15	0	0	0	0	0	228815	3	0
0	0	0	0	3	29	403	15	0	0	0	0	0	164766	3	0
0	0	0	0	37	28	404	15	0	0	0	0	0	186783	4	0
1	0	0	1	7	15	405	15	0	0	0	0	1	187043	2	0
1	0	0	1	16	24	406	15	0	0	0	0	0	195671	3	0
0	0	0	0	22	2	407	15	0	0	0	0	0	202113	3	0
0	0	0	0	13	28	408	15	0	0	0	0	0	205352	3	0
0	0	0	0	33	28	409	15	0	0	0	0	0	213344	3	0
0	0	0	0	14	28	410	15	0	0	0	0	0	220894	3	0
0	0	0	0	12	13	411	15	0	0	0	0	0	222396	3	0
2	0	0	1	4	4	412	15	0	0	0	0	0	223159	2	0
0	0	0	0	5	5	413	15	0	0	0	0	0	224186	3	0
1	0	0	1	6	6	414	15	0	0	0	0	1	224189	3	0
2	0	0	1	21	26	415	15	0	0	0	0	0	225785	2	0
0	0	0	0	2	28	416	15	0	0	0	0	0	230815	2	0
