leaguegoals	isamongtopscorers	yellows	isamongtopscorersinteam	jerseynumber	position	artificialkey	teamid	leaguegoalsprevmatch	injury	leagueappearances	istopscorer	leaguegoalsprevthreematches	playerid	form	reds
0	0	0	0	21	29	71	116314	0	0	0	0	0	459	0	0
0	0	0	0	10	29	72	347	0	0	0	0	0	462	0	0
0	0	0	0	12	23	73	112393	0	0	0	0	0	471	0	0
0	0	0	0	25	28	74	112096	0	0	0	0	0	473	0	0
0	0	0	0	17	29	75	1477	0	0	0	0	0	494	0	0
0	0	0	0	3	27	76	1473	0	0	0	0	0	499	0	0
0	0	0	0	17	7	77	114640	0	0	0	0	0	503	0	0
0	0	0	0	22	16	78	114615	0	0	0	0	0	505	0	0
0	0	0	0	84	3	79	114640	0	0	0	0	0	507	0	0
0	0	0	0	29	28	80	114640	0	0	0	0	0	513	0	0
0	0	0	0	14	16	81	112378	0	0	0	0	0	515	0	0
0	0	0	0	21	26	82	115704	0	0	0	0	0	516	0	0
0	0	0	0	31	28	83	110990	0	0	0	0	0	519	0	0
0	0	0	0	54	6	84	112511	0	0	0	0	0	520	0	0
0	0	0	0	15	28	85	112393	0	0	0	0	0	554	0	0
0	0	0	0	30	28	86	310	0	0	0	0	0	568	0	0
0	0	0	0	55	6	87	115481	0	0	0	0	0	569	0	0
0	0	0	0	5	3	88	115481	0	0	0	0	0	574	0	0
0	0	0	0	30	29	89	211	0	0	0	0	0	575	0	0
0	0	0	0	2	11	90	115481	0	0	0	0	0	576	0	0
0	0	0	0	1	28	91	112096	0	0	0	0	0	613	0	0
0	0	0	0	14	16	92	111235	0	0	0	0	0	617	0	0
0	0	0	0	77	3	93	112096	0	0	0	0	0	622	0	0
0	0	0	0	4	28	94	112096	0	0	0	0	0	629	0	0
0	0	0	0	16	28	95	116314	0	0	0	0	0	629	0	0
0	0	0	0	22	29	96	112096	0	0	0	0	0	630	0	0
0	0	0	0	28	28	97	181	0	0	0	0	0	634	0	0
0	0	0	0	20	28	98	1913	0	0	0	0	0	635	0	0
0	0	0	0	81	28	99	115481	0	0	0	0	0	660	0	0
0	0	0	0	16	28	100	113058	0	0	0	0	0	664	0	0
0	0	0	0	5	11	101	101100	0	0	0	0	0	671	0	0
0	0	0	0	13	28	102	111011	0	0	0	0	0	674	0	0
0	0	0	0	11	25	103	1478	0	0	0	0	0	680	0	0
0	0	0	0	12	0	104	112558	0	0	0	0	0	690	0	0
0	0	0	0	21	11	105	113222	0	0	0	0	0	708	0	0
0	0	0	0	7	11	106	115483	0	0	0	0	0	738	0	0
0	0	0	0	13	28	107	112115	0	0	0	0	0	746	0	0
0	0	0	0	20	28	108	982	0	0	0	0	0	750	0	0
0	0	0	0	17	9	109	114600	0	0	0	0	0	754	0	0
0	0	0	0	21	6	110	111674	0	0	0	0	0	760	0	0
0	0	0	0	31	27	111	112990	0	0	0	0	0	769	0	0
0	0	0	0	21	28	112	111235	0	0	0	0	0	770	0	0
0	0	0	0	3	28	113	112558	0	0	0	0	0	771	0	0
0	0	0	0	13	7	114	111674	0	0	0	0	0	779	0	0
0	0	0	0	1	0	115	112572	0	0	0	0	0	787	0	0
0	0	0	0	2	28	116	112572	0	0	0	0	0	791	0	0
0	0	0	0	4	4	117	112572	0	0	0	0	0	792	0	0
0	0	0	0	8	28	118	112558	0	0	0	0	0	795	0	0
0	0	0	0	8	11	119	112572	0	0	0	0	0	799	0	0
0	0	0	0	16	29	120	112572	0	0	0	0	0	803	0	0
0	0	0	0	25	12	121	112572	0	0	0	0	0	807	0	0
0	0	0	0	9	29	122	112572	0	0	0	0	0	808	0	0
0	0	0	0	7	28	123	112572	0	0	0	0	0	810	0	0
0	0	0	0	33	28	124	112572	0	0	0	0	0	813	0	0
0	0	0	0	13	28	125	1477	0	0	0	0	0	829	0	0
0	0	0	0	8	28	126	982	0	0	0	0	0	860	0	0
0	0	0	0	26	29	127	112990	0	0	0	0	0	861	0	0
0	0	0	0	14	12	128	114398	0	0	0	0	0	865	0	0
0	0	0	0	28	8	129	112558	0	0	0	0	0	868	0	0
0	0	0	0	18	24	130	115483	0	0	0	0	0	871	0	0
0	0	0	0	36	29	131	506	0	0	0	0	0	878	0	0
0	0	0	0	19	2	132	112558	0	0	0	0	0	879	0	0
0	0	0	0	31	28	133	115366	0	0	0	0	0	917	0	0
0	0	0	0	14	3	134	116322	0	0	0	0	0	917	0	0
0	0	0	0	12	28	135	114600	0	0	0	0	0	988	0	0
0	0	0	0	25	29	136	8	0	0	0	0	0	989	0	0
0	0	0	0	34	3	137	1043	0	0	0	0	0	1001	0	0
0	0	0	0	20	7	138	114600	0	0	0	0	0	1003	0	0
0	0	0	0	22	4	139	114600	0	0	0	0	0	1004	0	0
0	0	0	0	31	29	140	114600	0	0	0	0	0	1006	0	0
0	0	0	0	21	11	141	114600	0	0	0	0	0	1007	0	0
0	0	0	0	6	29	142	112572	0	0	0	0	0	1008	0	0
0	0	0	0	14	5	143	1478	0	0	0	0	0	1009	0	0
0	0	0	0	18	24	144	234	0	0	0	0	0	1010	0	0
0	0	0	0	88	28	145	449	0	0	0	0	0	1011	0	0
0	0	0	0	21	28	146	1478	0	0	0	0	0	1012	0	0
0	0	0	0	40	28	147	1881	0	0	0	0	0	1013	0	0
0	0	0	0	1	0	148	982	0	0	0	0	0	1014	0	0
0	0	0	0	7	28	149	982	0	0	0	0	0	1016	0	0
0	0	0	0	4	4	150	112115	0	0	0	0	0	1017	0	0
0	0	0	0	17	27	151	110501	0	0	0	0	0	1019	0	0
0	0	0	0	13	13	152	982	0	0	0	0	0	1020	0	0
0	0	0	0	18	28	153	982	0	0	0	0	0	1022	0	0
0	0	0	0	23	18	154	112558	0	0	0	0	0	1023	0	0
0	0	0	0	7	28	155	112558	0	0	0	0	0	1024	0	0
0	0	0	0	22	13	156	112558	0	0	0	0	0	1026	0	0
0	0	0	0	12	29	157	417	0	0	0	0	0	1028	0	0
0	0	0	0	92	29	158	114640	0	0	0	0	0	1029	0	0
0	0	0	0	9	28	159	101100	0	0	0	0	0	1030	0	0
0	0	0	0	25	29	160	111811	0	0	0	0	0	1032	0	0
0	0	0	0	32	7	161	112990	0	0	0	0	0	1037	0	0
0	0	0	0	26	29	162	55	0	0	0	0	0	1038	0	0
0	0	0	0	11	23	163	982	0	0	0	0	0	1039	0	0
0	0	0	0	32	24	164	110990	0	0	0	0	0	1046	0	0
0	0	0	0	79	28	165	111674	0	0	0	0	0	1048	0	0
0	0	0	0	15	29	166	114153	0	0	0	0	0	1049	0	0
0	0	0	0	11	13	167	1473	0	0	0	0	0	1050	0	0
0	0	0	0	15	29	168	34	0	0	0	0	0	1052	0	0
0	0	0	0	31	29	169	245	0	0	0	0	0	1054	0	0
0	0	0	0	19	29	170	114640	0	0	0	0	0	1055	0	0
0	0	0	0	18	29	171	113058	0	0	0	0	0	1058	0	0
0	0	0	0	24	29	172	112572	0	0	0	0	0	1060	0	0
0	0	0	0	32	3	173	112572	0	0	0	0	0	1061	0	0
0	0	0	0	17	29	174	981	0	0	0	0	0	1063	0	0
0	0	0	0	11	16	175	101047	0	0	0	0	0	1066	0	0
0	0	0	0	20	29	176	86	0	0	0	0	0	1070	0	0
0	0	0	0	1	28	177	115366	0	0	0	0	0	1076	0	0
0	0	0	0	18	0	178	116272	0	0	0	0	0	1076	0	0
0	0	0	0	12	29	179	114385	0	0	0	0	0	1079	0	0
0	0	0	0	13	29	180	115366	0	0	0	0	0	1081	0	0
0	0	0	0	11	24	181	116272	0	0	0	0	0	1081	0	0
0	0	0	0	18	29	182	50	0	0	0	0	0	1100	0	0
0	0	0	0	36	28	183	114815	0	0	0	0	0	1116	3	0
0	0	0	0	24	4	184	112558	0	0	0	0	0	1133	0	0
0	0	0	0	40	0	185	115366	0	0	0	0	0	1136	0	0
0	0	0	0	78	9	186	115366	0	0	0	0	0	1143	0	0
0	0	0	0	80	29	187	115366	0	0	0	0	0	1149	0	0
0	0	0	0	75	29	188	115366	0	0	0	0	0	1150	0	0
0	0	0	0	12	12	189	116272	0	0	0	0	0	1150	0	0
0	0	0	0	98	29	190	115366	0	0	0	0	0	1151	0	0
0	0	0	0	1	28	191	116272	0	0	0	0	0	1151	0	0
0	0	0	0	72	29	192	206	0	0	0	0	0	1159	0	0
0	0	0	0	16	28	193	1970	0	0	0	0	0	1169	0	0
0	0	0	0	16	26	194	113939	0	0	0	0	0	1170	0	0
0	0	0	0	20	28	195	110394	0	0	0	0	0	1170	0	0
0	0	0	0	26	9	196	159	0	0	0	0	0	1171	0	0
0	0	0	0	5	4	198	114815	0	0	0	0	0	1183	3	0
0	0	0	0	30	29	199	21	0	0	0	0	0	1184	0	0
0	0	0	0	17	7	200	113939	0	0	0	0	0	1186	0	0
0	0	0	0	27	28	201	116007	0	0	0	0	0	1190	0	0
0	0	0	0	30	28	202	116007	0	0	0	0	0	1191	0	0
0	0	0	0	31	3	203	116007	0	0	0	0	0	1192	0	0
0	0	0	0	6	23	204	116007	0	0	0	0	0	1193	0	0
0	0	0	0	4	9	205	116318	0	0	0	0	0	1193	0	0
0	0	0	0	10	15	206	116007	0	0	0	0	0	1194	0	0
0	0	0	0	5	7	207	116318	0	0	0	0	0	1194	0	0
0	0	0	0	22	28	208	116007	0	0	0	0	0	1195	0	0
0	0	0	0	23	13	209	116007	0	0	0	0	0	1196	0	0
0	0	0	0	12	4	210	116318	0	0	0	0	0	1196	0	0
0	0	0	0	25	29	211	114815	0	0	0	0	0	1201	3	0
0	0	0	0	11	16	212	1477	0	0	0	0	0	1203	0	0
0	0	0	0	9	28	213	116318	0	0	0	0	0	1203	0	0
0	0	0	0	29	25	214	116007	0	0	0	0	0	1204	0	0
0	0	0	0	6	29	215	116318	0	0	0	0	0	1204	0	0
0	0	0	0	26	28	216	983	0	0	0	0	0	1213	0	0
0	0	0	0	25	28	217	112390	0	0	0	0	0	1214	0	0
0	0	0	0	8	29	218	115536	0	0	0	0	0	1217	0	0
0	0	0	0	3	10	219	113057	0	0	0	0	0	1226	0	0
0	0	0	0	25	28	220	100804	0	0	0	0	0	1227	0	0
0	0	0	0	1	0	221	113057	0	0	0	0	0	1228	0	0
0	0	0	0	19	3	222	113057	0	0	0	0	0	1230	0	0
0	0	0	0	21	7	223	112387	0	0	0	0	0	1236	0	0
0	0	0	0	30	28	224	112558	0	0	0	0	0	1239	0	0
0	0	0	0	30	27	225	1478	0	0	0	0	0	1241	0	0
0	0	0	0	6	28	226	114600	0	0	0	0	0	1242	0	0
0	0	0	0	28	29	227	113222	0	0	0	0	0	1245	0	0
0	0	0	0	30	3	228	111011	0	0	0	0	0	1246	0	0
0	0	0	0	36	28	229	111011	0	0	0	0	0	1247	0	0
0	0	0	0	18	4	230	114839	0	0	0	0	0	1248	0	0
0	0	0	0	17	29	231	607	0	0	0	0	0	1249	0	0
0	0	0	0	14	29	232	115483	0	0	0	0	0	1250	0	0
0	0	0	0	21	28	233	110592	0	0	0	0	0	1253	0	0
0	0	0	0	20	29	234	114815	0	0	0	0	0	1256	3	0
0	0	0	0	4	6	235	112961	0	0	0	0	0	1260	0	0
0	0	0	0	29	29	236	114580	0	0	0	0	0	1263	0	0
0	0	0	0	12	3	237	1837	0	0	0	0	0	1266	0	0
0	0	0	0	17	3	238	112961	0	0	0	0	0	1267	0	0
0	0	0	0	22	0	239	112961	0	0	0	0	0	1270	0	0
0	0	0	0	29	28	240	115536	0	0	0	0	0	1276	0	0
0	0	0	0	10	23	241	112978	0	0	0	0	0	1278	0	0
0	0	0	0	10	29	242	110197	0	0	0	0	0	1279	0	0
0	0	0	0	31	28	243	112572	0	0	0	0	0	1280	0	0
0	0	0	0	22	0	244	112978	0	0	0	0	0	1282	0	0
0	0	0	0	13	28	245	112978	0	0	0	0	0	1284	0	0
0	0	0	0	68	28	246	112978	0	0	0	0	0	1285	0	0
0	0	0	0	19	29	247	110373	0	0	0	0	0	1394	0	0
0	0	0	0	21	28	248	114815	0	0	0	0	0	1397	3	0
0	0	0	0	22	29	249	101100	0	0	0	0	0	1430	0	0
0	0	0	0	12	29	250	22	0	0	0	0	0	1436	0	0
0	0	0	0	31	16	251	112914	0	0	0	0	0	1463	0	0
0	0	0	0	25	0	252	112914	0	0	0	0	0	1466	0	0
0	0	0	0	16	28	253	112914	0	0	0	0	0	1473	0	0
0	0	0	0	16	29	254	112115	0	0	0	0	0	1475	0	0
0	0	0	0	12	29	255	1958	0	0	0	0	0	1487	0	0
0	0	0	0	7	26	256	111839	0	0	0	0	0	1489	0	0
0	0	0	0	23	28	257	112914	0	0	0	0	0	1490	0	0
0	0	0	0	80	14	258	112026	0	0	0	0	0	1545	0	0
0	0	0	0	6	12	259	115536	0	0	0	0	0	1583	0	0
0	0	0	0	9	29	260	115536	0	0	0	0	0	1584	0	0
0	0	0	0	21	4	261	112378	0	0	0	0	0	1585	0	0
0	0	0	0	31	28	262	115536	0	0	0	0	0	1589	0	0
0	0	0	0	22	29	263	115536	0	0	0	0	0	1593	0	0
0	0	0	0	12	28	264	115536	0	0	0	0	0	1594	0	0
0	0	0	0	44	7	265	115536	0	0	0	0	0	1595	0	0
0	0	0	0	20	7	266	116272	0	0	0	0	0	1595	0	0
0	0	0	0	12	29	267	112139	0	0	0	0	0	1597	0	0
0	0	0	0	7	3	268	111774	0	0	0	0	0	1599	0	0
0	0	0	0	27	29	269	114815	0	0	0	0	0	1605	3	0
0	0	0	0	9	26	270	101101	0	0	0	0	0	1611	0	0
0	0	0	0	1	0	271	315	0	0	0	0	0	1613	0	0
0	0	0	0	72	28	272	111774	0	0	0	0	0	1616	0	0
0	0	0	0	18	29	273	503	0	0	0	0	0	1630	0	0
0	0	0	0	2	29	274	100767	0	0	0	0	0	1634	0	0
0	0	0	0	4	29	275	111674	0	0	0	0	0	1650	0	0
0	0	0	0	19	29	276	111674	0	0	0	0	0	1651	0	0
0	0	0	0	3	29	277	111674	0	0	0	0	0	1652	0	0
0	0	0	0	6	9	278	111674	0	0	0	0	0	1654	0	0
0	0	0	0	16	29	279	114600	0	0	0	0	0	1657	0	0
0	0	0	0	13	29	280	113058	0	0	0	0	0	1658	0	0
0	0	0	0	15	28	281	101006	0	0	0	0	0	1659	0	0
0	0	0	0	4	7	282	113058	0	0	0	0	0	1660	0	0
0	0	0	0	17	29	283	111592	0	0	0	0	0	1661	0	0
0	0	0	0	2	7	284	112658	0	0	0	0	0	1665	0	0
0	0	0	0	24	10	285	114815	0	0	0	0	0	1668	3	0
0	0	0	0	40	29	286	1474	0	0	0	0	0	1673	0	0
0	0	0	0	43	29	287	1474	0	0	0	0	0	1674	0	0
0	0	0	0	44	29	288	1474	0	0	0	0	0	1675	0	0
0	0	0	0	21	29	289	1474	0	0	0	0	0	1677	0	0
0	0	0	0	94	29	290	9	0	0	0	0	0	1683	0	0
0	0	0	0	19	28	291	383	0	0	0	0	0	1703	0	0
0	0	0	0	28	28	292	14	0	0	0	0	0	1704	0	0
0	0	0	0	2	29	293	101100	0	0	0	0	0	1723	0	0
0	0	0	0	18	26	294	101100	0	0	0	0	0	1724	0	0
0	0	0	0	14	3	295	101100	0	0	0	0	0	1725	0	0
0	0	0	0	12	16	296	981	0	0	0	0	0	1733	0	0
0	0	0	0	7	29	297	315	0	0	0	0	0	1757	0	0
0	0	0	0	98	18	298	112387	0	0	0	0	0	1792	0	0
0	0	0	0	19	24	299	607	0	0	0	0	0	1793	0	0
0	0	0	0	13	28	300	116315	0	0	0	0	0	1793	0	0
0	0	0	0	6	29	301	347	0	0	0	0	0	1794	0	0
0	0	0	0	11	15	302	1947	0	0	0	0	0	1798	0	0
0	0	0	0	33	29	303	315	0	0	0	0	0	1811	0	0
0	0	0	0	35	28	304	55	0	0	0	0	0	1817	0	0
0	0	0	0	39	28	305	10029	0	0	0	0	0	1818	0	0
0	0	0	0	28	28	306	113974	0	0	0	0	0	1823	0	0
0	0	0	0	22	28	307	115694	0	0	0	0	0	1832	0	0
0	0	0	0	7	29	308	111011	0	0	0	0	0	1856	0	0
0	0	0	0	19	24	309	111011	0	0	0	0	0	1857	0	0
0	0	0	0	20	29	310	111011	0	0	0	0	0	1858	0	0
0	0	0	0	27	28	311	981	0	0	0	0	0	1859	0	0
0	0	0	0	7	8	312	981	0	0	0	0	0	1860	0	0
0	0	0	0	38	29	313	383	0	0	0	0	0	1861	0	0
0	0	0	0	9	29	314	981	0	0	0	0	0	1862	0	0
0	0	0	0	31	28	315	36	0	0	0	0	0	1863	0	0
0	0	0	0	8	13	316	981	0	0	0	0	0	1864	0	0
0	0	0	0	34	4	317	981	0	0	0	0	0	1865	0	0
0	0	0	0	23	4	318	1478	0	0	0	0	0	1866	0	0
0	0	0	0	25	12	319	981	0	0	0	0	0	1867	0	0
0	0	0	0	2	3	320	115483	0	0	0	0	0	1872	0	0
0	0	0	0	13	4	321	110765	0	0	0	0	0	1875	0	0
0	0	0	0	6	13	322	110765	0	0	0	0	0	1877	0	0
0	0	0	0	12	29	323	1477	0	0	0	0	0	1893	0	0
0	0	0	0	22	28	324	1477	0	0	0	0	0	1895	0	0
0	0	0	0	18	29	325	114640	0	0	0	0	0	1897	0	0
0	0	0	0	44	29	326	607	0	0	0	0	0	1899	0	0
0	0	0	0	80	29	327	1041	0	0	0	0	0	1904	0	0
0	0	0	0	2	29	328	112026	0	0	0	0	0	1905	0	0
0	0	0	0	27	28	329	112387	0	0	0	0	0	1908	0	0
0	0	0	0	22	0	330	116369	0	0	0	0	0	1910	0	0
0	0	0	0	16	28	331	116007	0	0	0	0	0	1912	0	0
0	0	0	0	15	29	332	116318	0	0	0	0	0	1912	0	0
0	0	0	0	32	28	333	983	0	0	0	0	0	1913	0	0
0	0	0	0	87	15	334	234	0	0	0	0	0	1914	0	0
0	0	0	0	10	23	335	113057	0	0	0	0	0	1915	0	0
0	0	0	0	23	12	336	116315	0	0	0	0	0	1915	0	0
0	0	0	0	21	29	337	55	0	0	0	0	0	1937	0	0
0	0	0	0	21	29	338	116315	0	0	0	0	0	1937	0	0
0	0	0	0	35	29	339	33	0	0	0	0	0	1943	0	0
0	0	0	0	17	28	340	113057	0	0	0	0	0	1947	0	0
0	0	0	0	32	29	341	113222	0	0	0	0	0	1952	0	0
0	0	0	0	11	9	342	112572	0	0	0	0	0	1956	0	0
0	0	0	0	8	29	343	31	0	0	0	0	0	1958	0	0
0	0	0	0	18	16	344	110691	0	0	0	0	0	1959	0	0
0	0	0	0	23	28	345	110765	0	0	0	0	0	1960	0	0
0	0	0	0	12	28	346	111774	0	0	0	0	0	1969	0	0
0	0	0	0	23	18	347	224	0	0	0	0	0	1974	0	0
0	0	0	0	43	29	348	115366	0	0	0	0	0	1978	0	0
0	0	0	0	5	28	349	113594	0	0	0	0	0	1978	0	0
0	0	0	0	17	25	350	112572	0	0	0	0	0	1983	0	0
0	0	0	0	23	28	351	113939	0	0	0	0	0	1986	0	0
0	0	0	0	74	28	352	115481	0	0	0	0	0	1987	0	0
0	0	0	0	53	28	353	113939	0	0	0	0	0	1988	0	0
0	0	0	0	12	28	354	101037	0	0	0	0	0	1989	0	0
0	0	0	0	74	4	355	113939	0	0	0	0	0	1990	0	0
0	0	0	0	13	4	356	115481	0	0	0	0	0	1991	0	0
0	0	0	0	18	28	357	115481	0	0	0	0	0	1992	0	0
0	0	0	0	44	7	358	115481	0	0	0	0	0	1993	0	0
0	0	0	0	77	28	359	115481	0	0	0	0	0	1994	0	0
0	0	0	0	4	26	360	1794	0	0	0	0	0	1995	0	0
0	0	0	0	76	29	361	115366	0	0	0	0	0	1996	0	0
0	0	0	0	30	29	362	115366	0	0	0	0	0	1997	0	0
0	0	0	0	26	29	363	116272	0	0	0	0	0	1997	0	0
0	0	0	0	20	29	364	115366	0	0	0	0	0	1998	0	0
0	0	0	0	13	16	365	116272	0	0	0	0	0	1998	0	0
0	0	0	0	2	3	366	115366	0	0	0	0	0	2001	0	0
0	0	0	0	14	3	367	116272	0	0	0	0	0	2001	0	0
0	0	0	0	24	28	368	112853	0	0	0	0	0	2003	0	0
0	0	0	0	26	3	369	112853	0	0	0	0	0	2004	0	0
0	0	0	0	31	28	370	112853	0	0	0	0	0	2005	0	0
0	0	0	0	37	29	371	112853	0	0	0	0	0	2010	0	0
0	0	0	0	38	7	372	112853	0	0	0	0	0	2011	0	0
0	0	0	0	39	29	373	66	0	0	0	0	0	2012	0	0
0	0	0	0	6	11	374	114615	0	0	0	0	0	2017	0	0
0	0	0	0	10	3	375	116318	0	0	0	0	0	2017	0	0
0	0	0	0	7	12	376	114615	0	0	0	0	0	2018	0	0
0	0	0	0	11	29	377	116318	0	0	0	0	0	2018	0	0
0	0	0	0	8	28	378	114615	0	0	0	0	0	2019	0	0
0	0	0	0	13	29	379	116318	0	0	0	0	0	2019	0	0
0	0	0	0	4	9	380	114615	0	0	0	0	0	2020	0	0
0	0	0	0	16	18	381	114615	0	0	0	0	0	2021	0	0
0	0	0	0	16	29	382	116318	0	0	0	0	0	2021	0	0
0	0	0	0	44	28	383	112885	0	0	0	0	0	2022	0	0
0	0	0	0	15	4	384	114615	0	0	0	0	0	2024	0	0
0	0	0	0	21	25	385	114615	0	0	0	0	0	2025	0	0
0	0	0	0	9	28	386	114615	0	0	0	0	0	2027	0	0
0	0	0	0	12	7	387	114615	0	0	0	0	0	2028	0	0
0	0	0	0	25	28	388	114615	0	0	0	0	0	2029	0	0
0	0	0	0	52	0	389	114615	0	0	0	0	0	2030	0	0
0	0	0	0	23	29	390	116318	0	0	0	0	0	2030	0	0
0	0	0	0	90	28	391	114615	0	0	0	0	0	2031	0	0
0	0	0	0	55	28	392	114615	0	0	0	0	0	2032	0	0
0	0	0	0	1	0	393	114839	0	0	0	0	0	2033	0	0
0	0	0	0	22	6	394	114839	0	0	0	0	0	2035	0	0
0	0	0	0	5	28	395	114839	0	0	0	0	0	2036	0	0
0	0	0	0	16	28	396	114839	0	0	0	0	0	2037	0	0
0	0	0	0	7	28	397	114839	0	0	0	0	0	2040	0	0
0	0	0	0	3	14	398	114839	0	0	0	0	0	2041	0	0
0	0	0	0	18	9	399	111016	0	0	0	0	0	2042	0	0
0	0	0	0	8	17	400	114839	0	0	0	0	0	2043	0	0
0	0	0	0	17	28	401	114839	0	0	0	0	0	2044	0	0
0	0	0	0	24	12	402	114839	0	0	0	0	0	2046	0	0
0	0	0	0	6	29	403	110468	0	0	0	0	0	2049	0	0
0	0	0	0	18	28	404	1913	0	0	0	0	0	2052	0	0
0	0	0	0	6	11	405	116272	0	0	0	0	0	2052	0	0
0	0	0	0	55	29	406	22	0	0	0	0	0	2066	0	0
0	0	0	0	11	6	407	116274	0	0	0	0	0	2066	0	0
0	0	0	0	9	24	408	1796	0	0	0	0	0	2067	0	0
0	0	0	0	5	28	409	116274	0	0	0	0	0	2067	0	0
0	0	0	0	55	28	410	448	0	0	0	0	0	2068	0	0
0	0	0	0	10	3	411	116274	0	0	0	0	0	2068	0	0
0	0	0	0	55	28	412	160	0	0	0	0	0	2070	0	0
